certainty_rate,coverage,delay_share,direct_early,evasion,event_key,forward_rate,hedge_rate,high_evasion_flag,justification_rate,low_overlap_flag,nonresponse_flag,numeric_mismatch_flag,pair_index,question_complexity,severity,short_evasive_flag
18.51851851851852,0.2481751824817518,0.0,1.0,0.20525547445255476,AAPL_2019_Q2,0.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,1,90.0,1.6036270175576397,0.0
0.0,0.09433962264150944,0.006578947368421052,0.993421052631579,0.24350297914597813,AAPL_2019_Q2,6.578947368421052,26.31578947368421,0.0,6.578947368421052,1.0,0.0,1.0,2,55.0,1.722340359275627,0.0
0.0,0.23943661971830987,0.16129032258064516,0.8387096774193549,0.12905951840072694,AAPL_2019_Q2,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,3,99.0,1.6418906790276586,0.0
0.0,0.24347826086956526,0.5,0.5,0.26623562412342217,AAPL_2019_Q2,0.0,16.129032258064516,0.0,0.0,0.0,0.0,1.0,4,53.0,1.9330163523159911,0.0
19.607843137254903,0.1875,0.4411764705882353,0.0,0.4200245098039216,AAPL_2019_Q2,19.607843137254903,9.803921568627452,0.0,0.0,0.0,0.0,0.0,5,138.0,3.3228058090667303,0.0
7.633587786259542,0.23232323232323232,0.022900763358778626,0.9770992366412213,0.17976482381062536,AAPL_2019_Q2,7.633587786259542,7.633587786259542,0.0,0.0,0.0,0.0,1.0,6,82.0,1.5649818572396161,0.0
8.695652173913043,0.16696914700544463,0.004347826086956522,0.9956521739130435,0.1498417107235856,AAPL_2019_Q3,6.521739130434782,13.043478260869565,0.0,8.695652173913043,0.0,0.0,0.0,1,93.0,1.6349461239966452,0.0
14.925373134328359,0.36151603498542273,0.05223880597014925,0.9477611940298507,0.09670118793786171,AAPL_2019_Q3,22.388059701492537,0.0,0.0,0.0,0.0,0.0,0.0,2,240.0,1.5216619318269944,0.0
18.51851851851852,0.2713178294573644,0.05555555555555555,0.9444444444444444,0.15608957795004308,AAPL_2019_Q3,12.345679012345679,18.51851851851852,0.0,6.172839506172839,0.0,0.0,0.0,3,88.0,1.5099332003122459,0.0
48.03493449781659,0.16722408026755853,0.017467248908296942,0.982532751091703,0.17995107417738898,AAPL_2019_Q3,30.56768558951965,4.366812227074236,0.0,4.366812227074236,0.0,0.0,1.0,4,79.0,1.6473922613266079,0.0
0.0,0.3010752688172043,0.057971014492753624,0.9420289855072463,0.17842917251051896,AAPL_2019_Q3,14.492753623188406,28.985507246376812,0.0,0.0,0.0,0.0,0.0,5,123.0,1.6220777045712056,0.0
19.23076923076923,0.20359281437125748,0.41346153846153844,0.0,0.4134200829111009,AAPL_2019_Q3,19.23076923076923,9.615384615384615,0.0,0.0,0.0,0.0,0.0,6,67.0,2.8050508821046263,0.0
33.333333333333336,0.20408163265306123,0.008333333333333333,0.9916666666666667,0.13342857142857142,AAPL_2019_Q3,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,7,77.0,1.4825050287924355,0.0
0.0,0.23611111111111108,0.014634146341463415,0.9853658536585366,0.18216395663956642,AAPL_2019_Q4,0.0,29.26829268292683,0.0,0.0,0.0,0.0,0.0,1,84.0,1.5649759768241458,0.0
5.681818181818182,0.1877551020408163,0.11363636363636363,0.8863636363636364,0.172237012987013,AAPL_2019_Q4,5.681818181818182,17.045454545454547,0.0,5.681818181818182,0.0,0.0,0.0,2,92.0,1.7428735383217566,0.0
10.1010101010101,0.2577319587628866,0.31313131313131315,0.0,0.5730084348641049,AAPL_2019_Q4,20.2020202020202,10.1010101010101,1.0,0.0,0.0,1.0,0.0,3,104.0,3.339903522892334,0.0
9.950248756218905,0.12903225806451613,0.845771144278607,0.0,0.47278125501524637,AAPL_2019_Q4,0.0,4.975124378109452,0.0,0.0,1.0,0.0,0.0,4,47.0,2.777936195807656,0.0
0.0,0.019801980198019806,1.0,0.0,0.5972277227722773,AAPL_2019_Q4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,109.0,3.8159523476513213,1.0
3.663003663003663,0.19830028328611896,0.06227106227106227,0.9377289377289377,0.15758594568792872,AAPL_2019_Q4,0.0,14.652014652014651,0.0,3.663003663003663,0.0,0.0,0.0,6,68.0,1.5410572117588917,0.0
21.50537634408602,0.14285714285714285,1.0,0.0,0.5068817204301075,AAPL_2020_Q2,21.50537634408602,10.75268817204301,1.0,0.0,1.0,0.0,0.0,1,112.0,3.441995821166331,0.0
0.0,0.27312775330396477,0.08661417322834646,0.9133858267716536,0.11388809878941344,AAPL_2020_Q2,7.874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,2,105.0,1.506187137902921,0.0
8.547008547008547,0.2596153846153846,0.017094017094017096,0.9829059829059829,0.2201495726495727,AAPL_2020_Q2,17.094017094017094,25.641025641025642,0.0,0.0,0.0,0.0,1.0,3,107.0,1.693155695900988,0.0
0.0,0.23076923076923078,0.0,1.0,0.17621082621082623,AAPL_2020_Q2,0.0,7.407407407407407,0.0,7.407407407407407,0.0,0.0,1.0,4,79.0,1.5272486418411468,0.0
0.0,0.27135678391959794,0.02654867256637168,0.9734513274336283,0.10572686441054834,AAPL_2020_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,91.0,1.3923127342955839,0.0
62.5,0.08849557522123894,0.4583333333333333,0.5416666666666667,0.24386061946902654,AAPL_2020_Q2,41.666666666666664,20.833333333333332,0.0,0.0,1.0,0.0,0.0,6,74.0,2.2469524721998524,0.0
0.0,0.1818181818181818,0.3333333333333333,0.0,0.3812121212121212,AAPL_2020_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25.0,2.14353133142377,0.0
8.620689655172415,0.22598870056497172,0.008620689655172414,0.9913793103448276,0.2242236508864212,AAPL_2020_Q3,0.0,25.862068965517242,0.0,17.24137931034483,0.0,0.0,1.0,1,56.0,1.5101958281703378,0.0
16.06425702811245,0.2701149425287356,0.012048192771084338,0.9879518072289156,0.1239509763190694,AAPL_2020_Q3,16.06425702811245,8.032128514056225,0.0,20.080321285140563,0.0,0.0,0.0,2,108.0,1.4714288218663578,0.0
51.54639175257732,0.22459893048128343,0.030927835051546393,0.9690721649484536,0.2828860466398368,AAPL_2020_Q3,20.61855670103093,0.0,0.0,10.309278350515465,0.0,0.0,1.0,3,97.0,1.8563371597198008,0.0
0.0,0.24264705882352944,0.09722222222222222,0.9027777777777778,0.169640522875817,AAPL_2020_Q3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,208.0,1.9278144861779682,0.0
0.0,0.11320754716981131,0.95,0.0,0.5396509433962264,AAPL_2020_Q3,0.0,25.0,1.0,8.333333333333334,1.0,0.0,0.0,5,45.0,2.88381035624127,0.0
17.24137931034483,0.21714285714285714,0.12931034482758622,0.8706896551724138,0.22080689655172414,AAPL_2020_Q3,17.24137931034483,17.24137931034483,0.0,34.48275862068966,0.0,0.0,1.0,6,64.0,1.6665204775460287,0.0
0.0,0.3,0.5760869565217391,0.42391304347826086,0.1786521739130435,AAPL_2020_Q3,10.869565217391305,0.0,0.0,0.0,0.0,0.0,0.0,7,98.0,2.024659752924193,0.0
19.23076923076923,0.19417475728155342,0.5961538461538461,0.0,0.416277072442121,AAPL_2020_Q3,19.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,8,56.0,2.706271018274382,0.0
4.11522633744856,0.22360248447204967,0.0,1.0,0.11898371801753446,AAPL_2020_Q3,4.11522633744856,4.11522633744856,0.0,8.23045267489712,0.0,0.0,0.0,9,77.0,1.4171581046558737,0.0
21.73913043478261,0.19444444444444448,0.16304347826086957,0.8369565217391304,0.1627777777777778,AAPL_2020_Q3,21.73913043478261,10.869565217391305,0.0,0.0,0.0,0.0,0.0,10,55.0,1.561044025660323,0.0
0.0,0.2962962962962963,1.0,0.0,0.45851851851851855,AAPL_2020_Q3,0.0,0.0,0.0,37.9746835443038,0.0,0.0,0.0,11,108.0,3.0617126308429534,0.0
10.204081632653061,0.21818181818181817,0.12244897959183673,0.8775510204081632,0.20210760667903527,AAPL_2020_Q4,10.204081632653061,10.204081632653061,0.0,0.0,0.0,0.0,1.0,1,64.0,1.6241479844796622,0.0
32.78688524590164,0.15116279069767444,0.09016393442622951,0.9098360655737705,0.17244376667937475,AAPL_2020_Q4,24.59016393442623,16.39344262295082,0.0,0.0,0.0,0.0,0.0,2,52.0,1.559234897329927,0.0
13.422818791946309,0.2594142259414226,0.03355704697986577,0.9664429530201343,0.15871556541518073,AAPL_2020_Q4,6.7114093959731544,20.13422818791946,0.0,6.7114093959731544,0.0,0.0,0.0,3,96.0,1.5432258409370985,0.0
